Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
18.07.2022 18:10:00,995.02,30.26,303.84,7.9,24.73,43.13,10.67,32.46,6.69,10.72,1137.81,1.21,2.55,47.65,0,0,248.34,490.45,557.57,39.11,411.7
18.07.2022 18:20:00,994.98,30.04,303.63,7.78,24.84,42.59,10.58,32.01,6.64,10.63,1138.62,1.68,2.87,47.57,0,0,245.03,478.38,516.98,39.08,411
18.07.2022 18:30:00,994.94,29.94,303.53,7.87,25.14,42.34,10.65,31.7,6.68,10.7,1138.92,1.72,2.68,45.3,0,0,164.71,330.64,456.06,39.07,411
18.07.2022 18:40:00,994.88,29.51,303.1,7.69,25.45,41.31,10.51,30.8,6.6,10.57,1140.53,2.16,3.29,38.07,0,0,153.99,305.65,351.93,39.03,411.2
18.07.2022 18:50:00,994.88,29.43,303.02,7.95,26.03,41.12,10.7,30.42,6.72,10.76,1140.75,1.65,2.42,33.38,0,0,108.89,221.96,330.71,38.9,411.7
18.07.2022 19:00:00,994.89,28.95,302.54,7.97,26.79,40,10.72,29.28,6.73,10.77,1142.56,2.03,3.14,17.04,0,0,50.92,117.89,126.01,38.67,411.7
18.07.2022 19:10:00,994.87,28.54,302.13,8.05,27.59,39.06,10.78,28.28,6.77,10.83,1144.06,1.43,2.58,20.25,0,0,49.95,113.81,114.72,38.32,412.4
18.07.2022 19:20:00,994.84,28.31,301.91,8.06,27.97,38.54,10.78,27.76,6.77,10.84,1144.9,1.44,2.03,27.2,0,0,44.06,101.84,110.7,37.88,412.9
18.07.2022 19:30:00,994.83,28.16,301.76,8.07,28.23,38.21,10.79,27.42,6.77,10.84,1145.46,1.69,2.16,26.04,0,0,27.14,66.49,82.92,37.16,413.4
18.07.2022 19:40:00,994.85,28,301.6,8.31,28.98,37.86,10.97,26.89,6.89,11.03,1146.01,1.52,1.96,19.44,0,0,24.9,60.24,61.09,36.46,414.4
18.07.2022 19:50:00,994.88,27.86,301.45,8.28,29.15,37.55,10.95,26.6,6.87,11,1146.59,1.39,1.71,10.85,0,0,20.67,51.79,58.53,35.98,414.7
18.07.2022 20:00:00,994.86,27.69,301.28,8.32,29.52,37.18,10.97,26.2,6.89,11.03,1147.21,1.02,1.44,354.3,0,0,13.61,37.69,44.63,35.59,414.7
18.07.2022 20:10:00,994.89,27.05,300.64,8.16,30.32,35.81,10.86,24.95,6.82,10.91,1149.73,0.72,1.25,44.76,0,0,5.79,23.14,30.22,35.23,414.3
18.07.2022 20:20:00,994.85,26.93,300.52,8.18,30.56,35.56,10.87,24.69,6.82,10.92,1150.14,0.96,1.93,5.61,0,0,1.55,12.47,16.8,34.89,413.5
18.07.2022 20:30:00,994.88,26.1,299.69,8.65,33.14,33.87,11.22,22.64,7.05,11.28,1153.22,0.78,1.36,126.1,0,0,0,6.16,8.72,34.57,419
18.07.2022 20:40:00,995,25.05,298.63,8.73,35.47,31.82,11.29,20.53,7.09,11.34,1157.39,0.63,1.19,321.7,0,0,0,2.7,4.19,34.24,419.4
18.07.2022 20:50:00,995.01,24.97,298.55,9.04,36.39,31.67,11.53,20.15,7.24,11.58,1157.6,0.57,0.99,0.14,0,0,0,0,1.27,33.86,419.9
18.07.2022 21:00:00,995.04,24.85,298.42,9.38,37.5,31.45,11.79,19.65,7.4,11.85,1157.98,0.57,1.02,96.4,0,0,0,0,0,33.48,422.6
18.07.2022 21:10:00,995.09,24.26,297.83,9.33,38.71,30.36,11.75,18.61,7.38,11.81,1160.35,0.61,1.34,27.13,0,0,0,0,0,33.11,424.9
18.07.2022 21:20:00,995.12,23.81,297.38,9.68,40.72,29.55,12.03,17.52,7.55,12.09,1162.03,0.61,1.15,64.37,0,0,0,0,0,32.75,429.4
18.07.2022 21:30:00,995.11,23.54,297.11,9.59,41.15,29.07,11.96,17.11,7.51,12.02,1163.1,0.33,0.83,45.31,0,0,0,0,0,32.39,428.6
18.07.2022 21:40:00,995.1,23.06,296.63,9.57,42.3,28.24,11.95,16.3,7.5,12,1164.99,0.36,0.84,348.5,0,0,0,0,0,32.05,429.4
18.07.2022 21:50:00,995.08,22.87,296.44,9.61,42.89,27.92,11.97,15.94,7.52,12.03,1165.69,0.38,1.09,219.1,0,0,0,0,0,31.73,429.2
18.07.2022 22:00:00,995.11,22.88,296.45,8.81,40.62,27.94,11.35,16.59,7.12,11.4,1165.97,1.11,1.64,209.7,0,0,0,0,0,31.41,424.6
18.07.2022 22:10:00,995.12,22.84,296.4,8.7,40.41,27.87,11.26,16.61,7.07,11.32,1166.18,0.93,1.87,213.4,0,0,0,0,0,31.09,423.9
18.07.2022 22:20:00,995.11,22.46,296.02,8.72,41.41,27.23,11.28,15.96,7.08,11.33,1167.66,1.92,2.82,203.2,0,0,0,0,0,30.79,425.9
18.07.2022 22:30:00,995.09,22.32,295.89,8.95,42.42,27,11.45,15.55,7.19,11.51,1168.11,1.79,2.37,221.6,0,0,0,0,0,30.47,429.2
18.07.2022 22:40:00,995.07,21.95,295.52,9.4,44.72,26.4,11.81,14.59,7.41,11.87,1169.4,1.1,1.97,214.8,0,0,0,0,0,30.14,434.9
18.07.2022 22:50:00,995,21.64,295.21,8.7,43.46,25.91,11.26,14.65,7.07,11.32,1170.79,1.27,2.38,208.9,0,0,0,0,0,29.83,427.3
18.07.2022 23:00:00,995.04,21.33,294.9,8.55,43.85,25.42,11.15,14.27,7,11.2,1172.11,2.05,2.75,219.4,0,0,0,0,0,29.54,426.2
18.07.2022 23:10:00,995.01,20.9,294.47,8.65,45.35,24.76,11.23,13.53,7.05,11.28,1173.75,2.28,2.94,224.9,0,0,0,0,0,29.25,429.5
18.07.2022 23:20:00,994.88,20.46,294.04,9.46,49.21,24.1,11.86,12.24,7.45,11.92,1175.07,1.73,2.75,211.3,0,0,0,0,0,28.94,440.9
18.07.2022 23:30:00,994.81,20.31,293.9,8.91,47.85,23.87,11.42,12.45,7.17,11.48,1175.79,0.95,1.87,201.1,0,0,0,0,0,28.61,434
18.07.2022 23:40:00,994.77,19.78,293.37,8.85,49.25,23.1,11.38,11.72,7.15,11.44,1177.89,1.16,2.88,206.4,0,0,0,0,0,28.31,433.5
18.07.2022 23:50:00,994.77,19.38,292.97,9.26,51.9,22.54,11.7,10.84,7.35,11.76,1179.36,1.64,2.34,209.3,0,0,0,0,0,28.02,442.3
19.07.2022 00:00:00,994.75,19.18,292.77,9.04,51.76,22.26,11.52,10.74,7.24,11.58,1180.22,1.23,1.74,203.9,0,0,0,0,0,27.72,440.5
19.07.2022 00:10:00,994.73,18.95,292.54,8.76,51.53,21.94,11.31,10.63,7.1,11.37,1181.23,1.23,1.91,193.8,0,0,0,0,0,27.43,437.3
19.07.2022 00:20:00,994.75,18.77,292.36,8.84,52.39,21.69,11.37,10.33,7.14,11.43,1181.95,1.44,2.02,207.8,0,0,0,0,0,27.17,439.4
19.07.2022 00:30:00,994.85,18.02,291.6,9.45,57.25,20.7,11.85,8.85,7.44,11.91,1184.89,1.34,2.21,149.7,0,0,0,0,0,26.92,450.6
19.07.2022 00:40:00,994.86,17.64,291.22,9.63,59.36,20.21,12,8.21,7.53,12.06,1186.38,1.17,2.15,146.3,0,0,0,0,0,26.69,454.3
19.07.2022 00:50:00,994.83,17.46,291.04,9.67,60.17,19.98,12.02,7.96,7.55,12.08,1187.08,0.72,1.3,143.6,0,0,0,0,0,26.46,455.9
19.07.2022 01:00:00,994.82,17.33,290.91,9.63,60.5,19.82,11.99,7.83,7.53,12.05,1187.61,0.61,0.94,152.4,0,0,0,0,0,26.25,455
19.07.2022 01:10:00,994.83,17.3,290.88,9.49,60.08,19.78,11.88,7.9,7.46,11.95,1187.79,0.8,1.52,157.9,0,0,0,0,0,26.05,453.4
19.07.2022 01:20:00,994.84,17.26,290.84,9.28,59.37,19.73,11.71,8.02,7.36,11.77,1188.04,0.88,1.55,156.7,0,0,0,0,0,25.86,450.8
19.07.2022 01:30:00,994.82,17.6,291.18,9.13,57.5,20.16,11.59,8.57,7.28,11.65,1186.68,0.65,1.28,147.1,0,0,0,0,0,25.68,445.4
19.07.2022 01:40:00,994.81,17.7,291.28,9.18,57.36,20.29,11.64,8.65,7.31,11.7,1186.24,1.25,2.24,174.6,0,0,0,0,0,25.53,446.6
19.07.2022 01:50:00,994.78,17.66,291.25,9.12,57.27,20.23,11.59,8.65,7.28,11.65,1186.4,1.29,2.34,170.1,0,0,0,0,0,25.39,446.5
19.07.2022 02:00:00,994.84,17.48,291.06,8.97,57.33,20.01,11.47,8.54,7.2,11.53,1187.25,1.36,2.24,172.8,0,0,0,0,0,25.27,445.5
19.07.2022 02:10:00,994.85,17.06,290.64,9.22,59.89,19.48,11.67,7.81,7.33,11.73,1188.9,1.48,2.31,155.6,0,0,0,0,0,25.14,452.9
19.07.2022 02:20:00,994.86,16.43,290.01,9.32,62.75,18.72,11.74,6.97,7.38,11.81,1191.46,1.45,2.72,174.5,0,0,0,0,0,25.02,457.7
19.07.2022 02:30:00,994.86,16.02,289.6,9.32,64.39,18.23,11.74,6.49,7.37,11.8,1193.15,0.93,1.99,185.8,0,0,0,0,0,24.87,458.1
19.07.2022 02:40:00,994.84,15.95,289.53,9.26,64.42,18.15,11.69,6.46,7.34,11.75,1193.44,0.58,1.37,133.4,0,0,0,0,0,24.68,456.9
19.07.2022 02:50:00,994.8,16.03,289.61,9.21,63.88,18.25,11.65,6.59,7.32,11.72,1193.07,0.47,0.8,236,0,0,0,0,0,24.5,455
19.07.2022 03:00:00,994.74,16.39,289.98,8.86,60.99,18.67,11.39,7.28,7.15,11.45,1191.65,0.77,2.16,213.3,0,0,0,0,0,24.32,446.2
19.07.2022 03:10:00,994.73,16.82,290.41,8.88,59.42,19.19,11.4,7.79,7.16,11.46,1189.86,0.74,1.45,204.5,0,0,0,0,0,24.17,445
19.07.2022 03:20:00,994.76,15.93,289.52,8.91,63,18.13,11.42,6.71,7.17,11.48,1193.54,1.47,2.24,179.6,0,0,0,0,0,24.05,452.2
19.07.2022 03:30:00,994.7,15.54,289.13,9.23,66.04,17.68,11.68,6,7.33,11.74,1194.97,1.68,2.58,146.2,0,0,0,0,0,23.92,461.2
19.07.2022 03:40:00,994.69,15.23,288.82,9.22,67.3,17.33,11.67,5.67,7.33,11.73,1196.25,0.72,1.61,165.9,0,0,0,0,0,23.78,460.6
19.07.2022 03:50:00,994.71,15.17,288.76,9.14,67.18,17.27,11.6,5.67,7.29,11.66,1196.55,0.56,1.58,185.4,0,0,0,0,0,23.64,458
19.07.2022 04:00:00,994.7,15.21,288.8,9.1,66.85,17.31,11.57,5.74,7.27,11.63,1196.38,0.59,0.95,173.4,0,0,0,0,1.25,23.51,457.4
19.07.2022 04:10:00,994.72,15.06,288.65,8.95,66.79,17.14,11.45,5.69,7.19,11.51,1197.09,0.9,1.22,194.6,0,0,0,2.39,3.85,23.38,454.8
19.07.2022 04:20:00,994.76,14.97,288.55,8.57,65.48,17.05,11.16,5.88,7.01,11.22,1197.64,0.82,1.21,220.7,0,0,0.07,6.24,9.05,23.27,447.8
19.07.2022 04:30:00,994.79,15.03,288.61,8.52,65.03,17.11,11.13,5.98,6.99,11.19,1197.44,0.84,1.33,165.1,0,0,2.84,13.1,17.64,23.15,447.2
19.07.2022 04:40:00,994.82,14.86,288.44,8.81,67.06,16.92,11.35,5.58,7.13,11.41,1198.09,0.77,1.43,141,0,0,8.13,23.69,30.54,23.05,454.5
19.07.2022 04:50:00,994.85,14.67,288.25,9.09,69.17,16.72,11.56,5.15,7.26,11.62,1198.82,0.56,0.98,134.5,0,0,18.78,39.19,48.44,22.97,464.5
19.07.2022 05:00:00,994.85,14.77,288.35,9.3,69.72,16.83,11.73,5.1,7.37,11.79,1198.33,0.41,0.76,96.2,0,0,31.76,59.8,71.9,22.92,470.3
19.07.2022 05:10:00,994.9,14.92,288.49,9.33,69.15,16.99,11.75,5.24,7.38,11.81,1197.76,0.65,1.36,126.5,0,0,47.57,86.99,102.48,22.93,469.3
19.07.2022 05:20:00,994.9,15.25,288.82,9.3,67.57,17.36,11.73,5.63,7.36,11.79,1196.39,0.87,1.61,137.5,0,0,66.28,120.75,139.23,23,467.6
19.07.2022 05:30:00,994.9,15.6,289.17,9.46,66.77,17.75,11.85,5.9,7.44,11.91,1194.89,0.46,0.99,98.7,0,0,86.15,160.79,182.45,23.13,469.6
19.07.2022 05:40:00,994.91,16.23,289.8,9.49,64.27,18.48,11.88,6.6,7.46,11.94,1192.28,0.56,1.16,136.1,0,0,108.15,207.28,230.83,23.31,468.3
19.07.2022 05:50:00,994.9,17.03,290.6,9.57,61.42,19.44,11.94,7.5,7.5,12,1188.96,0.4,0.82,115.5,0,0,131.06,255.12,277.77,23.53,467.9
19.07.2022 06:00:00,994.96,17.27,290.84,9.76,61.28,19.74,12.1,7.64,7.6,12.16,1187.97,0.77,1.19,161.8,0,0,155.21,302.13,324.96,23.81,472.2
19.07.2022 06:10:00,995.01,17.14,290.71,9.73,61.64,19.58,12.07,7.51,7.58,12.13,1188.58,0.63,1.23,163.8,0,0,180.41,349.19,372.43,24.12,469.5
19.07.2022 06:20:00,994.98,17.82,291.39,9.78,59.28,20.44,12.12,8.32,7.61,12.18,1185.74,0.8,1.37,146.7,0,0,205.53,396.55,420.87,24.46,470.4
19.07.2022 06:30:00,994.93,18.08,291.65,9.83,58.49,20.78,12.15,8.62,7.63,12.21,1184.61,1.22,1.74,151.7,0,0,232.95,445.99,470.1,24.83,471
19.07.2022 06:40:00,994.96,18.16,291.73,9.92,58.56,20.88,12.23,8.65,7.68,12.29,1184.29,1.06,1.52,155.7,0,0,260.24,496.4,521.4,25.2,472.1
19.07.2022 06:50:00,994.97,18.63,292.2,10.05,57.35,21.51,12.33,9.17,7.75,12.4,1182.34,0.69,1.37,149.9,0,0,285.76,546.89,571.58,25.56,471.1
19.07.2022 07:00:00,994.95,18.95,292.52,10.13,56.53,21.94,12.4,9.54,7.79,12.47,1180.99,1.13,1.82,148.8,0,0,313.04,598.59,625.54,25.98,468.7
19.07.2022 07:10:00,994.97,19.23,292.8,10.26,56.02,22.33,12.51,9.82,7.86,12.57,1179.83,1,1.71,166.3,0,0,339.67,650.24,675.74,26.43,467
19.07.2022 07:20:00,994.97,19.49,293.06,10.39,55.63,22.69,12.62,10.07,7.93,12.69,1178.73,0.92,1.69,136.2,0,0,365.76,701.73,727.33,26.94,465
19.07.2022 07:30:00,994.96,20,293.57,10.4,53.93,23.42,12.63,10.79,7.93,12.69,1176.67,1.24,1.93,124.3,0,0,392.16,753.95,779.43,27.51,460.2
19.07.2022 07:40:00,994.94,20.88,294.46,10.7,52.11,24.73,12.89,11.84,8.09,12.95,1173.01,1.09,2.12,136.9,0,0,418.5,805.4,830.49,28.14,462.2
19.07.2022 07:50:00,994.86,21.08,294.66,10.68,51.4,25.03,12.87,12.17,8.08,12.93,1172.13,1.21,1.81,124.3,0,0,444.44,856.5,881,30.2,459.8
19.07.2022 08:00:00,994.75,22.16,295.75,10.76,48.36,26.74,12.93,13.81,8.13,13,1167.68,0.95,1.49,153,0,0,469.52,906.81,931.2,33.84,456.7
19.07.2022 08:10:00,994.66,23.21,296.81,10.87,45.73,28.5,13.03,15.47,8.19,13.1,1163.39,1.14,1.85,152.5,0,0,494.38,956.71,980.58,36.22,454
19.07.2022 08:20:00,994.73,23.4,297,10.9,45.3,28.83,13.06,15.77,8.21,13.13,1162.72,1.03,1.79,144.8,0,0,519.72,1005.32,1029.56,36.24,451.2
19.07.2022 08:30:00,994.75,23.8,297.4,10.9,44.21,29.53,13.06,16.47,8.2,13.12,1161.18,1.13,2.09,145.4,0,0,545.22,1053.58,1076.59,33.52,448.6
19.07.2022 08:40:00,994.75,24.51,298.11,10.95,42.51,30.81,13.1,17.71,8.23,13.17,1158.39,0.81,1.51,116.4,0,0,568.35,1100.2,1123.13,32.82,446
19.07.2022 08:50:00,994.66,25.03,298.64,10.91,41.11,31.78,13.07,18.72,8.21,13.14,1156.28,0.65,1.38,16.69,0,0,590.85,1145.91,1168.83,33.08,442.6
19.07.2022 09:00:00,994.6,26.1,299.71,10.45,37.42,33.87,12.67,21.19,7.96,12.74,1152.25,0.8,1.92,50.87,0,0,613.97,1189.45,1211.5,33.7,436.5
19.07.2022 09:10:00,994.54,26.6,300.22,10.47,36.37,34.88,12.69,22.19,7.97,12.76,1150.25,0.83,1.67,74.84,0,0,637.76,1233.99,1256.18,34.49,435.2
19.07.2022 09:20:00,994.5,27.11,300.73,10.23,34.74,35.94,12.49,23.45,7.85,12.55,1148.34,1.03,2.08,90.9,0,0,660.02,1276.25,1297.76,35.33,431.8
19.07.2022 09:30:00,994.4,28.09,301.72,10.65,33.74,38.05,12.84,25.21,8.07,12.91,1144.33,0.78,1.7,136.7,0,0,680.46,1316.46,1333.01,36.15,431.6
19.07.2022 09:40:00,994.3,29,302.64,10.85,32.44,40.12,13.01,27.1,8.18,13.09,1140.7,1.17,2.16,135.2,0,0,699.79,1353.94,1374.67,36.93,428.2
19.07.2022 09:50:00,994.24,29.91,303.56,10.86,30.81,42.27,13.02,29.25,8.19,13.1,1137.2,0.96,1.82,152.5,0,0,718.95,1391.79,1408.49,37.67,426.5
19.07.2022 10:00:00,994.17,30.46,304.12,10.86,29.84,43.62,13.02,30.61,8.18,13.09,1135.06,1.5,2.17,160,0,0,737.95,1428.32,1446.6,38.36,425
19.07.2022 10:10:00,994.11,30.9,304.56,10.29,28.02,44.73,12.53,32.2,7.88,12.61,1133.56,1.32,2.3,112,0,0,756.31,1464.23,1482.41,38.99,419.5
19.07.2022 10:20:00,994.04,30.86,304.53,9.02,25.78,44.63,11.51,33.12,7.23,11.57,1134.07,1.79,2.47,79.62,0,0,773.39,1496.41,1512.23,39.55,412.8
19.07.2022 10:30:00,993.97,31.01,304.69,8.52,24.72,45.01,11.13,33.89,6.99,11.19,1133.59,1.83,2.84,84,0,0,787.9,1525.41,1539.48,40.07,410.9
19.07.2022 10:40:00,993.9,31.38,305.06,8.63,24.39,45.97,11.21,34.76,7.05,11.28,1132.1,1.97,2.8,117,0,0,801.44,1553.1,1570.19,40.53,410.6
19.07.2022 10:50:00,993.84,32.05,305.74,9.05,24.15,47.75,11.53,36.21,7.25,11.6,1129.41,1.17,2.02,117.2,0,0,813.42,1580.38,1586.32,40.95,412.6
19.07.2022 11:00:00,993.77,32.04,305.74,9.02,24.11,47.72,11.5,36.21,7.23,11.58,1129.38,1.8,3.24,107,0,0,820.14,1594.89,1604.56,41.36,411.8
19.07.2022 11:10:00,993.73,32.08,305.78,8.83,23.75,47.83,11.36,36.47,7.14,11.43,1129.24,1.81,3.25,75.41,0,0,830.22,1614.35,1624.78,41.74,411.7
19.07.2022 11:20:00,993.7,32.3,306,8.76,23.35,48.42,11.31,37.12,7.11,11.38,1128.42,1.82,3.22,128.1,0,0,838.65,1632.98,1643.17,42.05,412
19.07.2022 11:30:00,993.61,32.82,306.53,9.02,23.08,49.86,11.51,38.35,7.24,11.58,1126.32,1.74,3.11,160.5,0,0,847.18,1652.74,1660,42.3,412.4
19.07.2022 11:40:00,993.55,32.6,306.32,8.63,22.76,49.25,11.21,38.04,7.05,11.28,1127.19,3.22,4.77,113.1,0,0,856.99,1670.38,1675.69,42.51,411.9
19.07.2022 11:50:00,993.52,32.31,306.03,8.51,22.95,48.45,11.12,37.33,6.99,11.19,1128.26,2.01,3.12,126.3,0,0,862.49,1681.91,1687.08,42.67,411.1
19.07.2022 12:00:00,993.44,32.53,306.26,8.45,22.57,49.05,11.07,37.98,6.96,11.14,1127.38,2.36,5.29,128.4,0,0,866.34,1683.8,1697.05,42.74,411.2
19.07.2022 12:10:00,993.39,32.7,306.43,8.15,21.9,49.52,10.85,38.68,6.82,10.92,1126.79,2.63,4.14,82.9,0,0,871.85,1698.71,1703.17,42.79,411.1
19.07.2022 12:20:00,993.29,32.73,306.47,8.32,22.13,49.61,10.98,38.63,6.9,11.05,1126.51,2.1,3.98,94.1,0,0,874.2,1703.06,1706.4,42.79,411.1
19.07.2022 12:30:00,993.21,33.27,307.02,7.97,20.96,51.13,10.72,40.41,6.74,10.79,1124.55,1.22,3.42,109,0,0,874.49,1704.87,1710.19,42.81,410.9
19.07.2022 12:40:00,993.15,34.01,307.76,7.7,19.75,53.29,10.52,42.76,6.62,10.6,1121.85,0.75,1.61,228.8,0,0,866.6,1696.7,1704.23,42.88,410.8
19.07.2022 12:50:00,993.03,34.11,307.88,7.61,19.52,53.58,10.46,43.12,6.58,10.53,1121.37,2.68,4.23,140.1,0,0,865.67,1689.94,1695.23,43.05,410.8
19.07.2022 13:00:00,992.95,33.7,307.47,7.27,19.5,52.37,10.21,42.16,6.42,10.29,1122.89,1.83,4.18,122,0,0,865.56,1685.84,1690.26,43.27,411.2
19.07.2022 13:10:00,992.89,34,307.78,7.04,18.88,53.26,10.05,43.2,6.32,10.13,1121.79,1.63,3.67,135,0,0,858.66,1673.59,1684.88,43.49,411.3
19.07.2022 13:20:00,992.82,33.91,307.69,6.96,18.87,52.99,10,42.99,6.29,10.07,1122.06,1.7,3.76,65.73,0,0,854.07,1658.89,1668.56,43.74,410.5
19.07.2022 13:30:00,992.71,34,307.79,6.57,18.28,53.26,9.74,43.52,6.12,9.81,1121.73,1.15,2.04,29.37,0,0,843.91,1643.65,1659.78,44,410.6
19.07.2022 13:40:00,992.63,34.04,307.84,6.35,17.96,53.38,9.59,43.79,6.03,9.66,1121.56,2.64,4.7,77.14,0,0,836.1,1624.52,1633.73,44.24,410.7
19.07.2022 13:50:00,992.59,33.96,307.76,6.48,18.21,53.14,9.68,43.46,6.09,9.75,1121.76,2.17,4.47,75.31,0,0,828.78,1604.94,1614.53,44.45,410.7
19.07.2022 14:00:00,992.52,33.96,307.77,6.32,18.01,53.14,9.57,43.57,6.02,9.64,1121.73,1.88,3.42,46.43,0,0,816.25,1581.78,1592.75,44.62,410.6
19.07.2022 14:10:00,992.39,33.94,307.76,6.73,18.54,53.08,9.84,43.24,6.19,9.92,1121.54,2.72,5.33,62.96,0,0,804.53,1556.16,1571.83,44.74,410.9
19.07.2022 14:20:00,992.37,34.07,307.89,7.16,18.96,53.46,10.14,43.33,6.38,10.21,1120.92,3.08,5.11,75.58,0,0,791.8,1528.01,1540.77,44.78,411.1
19.07.2022 14:30:00,992.3,34.3,308.13,6.51,17.9,54.15,9.69,44.46,6.1,9.77,1120.19,0.85,2.24,48.78,0,0,774.22,1497.02,1513.37,44.77,411
19.07.2022 14:40:00,992.11,34.71,308.56,6.43,17.4,55.4,9.64,45.76,6.07,9.72,1118.5,2.24,4.82,70.54,0,0,761.55,1470.21,1482.25,44.79,411.3
19.07.2022 14:50:00,991.98,34.57,308.43,6.47,17.59,54.97,9.67,45.3,6.09,9.75,1118.85,1.96,2.93,134.7,0,0,741.84,1429.61,1451.13,44.85,411.2
19.07.2022 15:00:00,991.85,34.95,308.82,6.79,17.61,56.14,9.89,46.25,6.22,9.97,1117.23,1.23,2.96,137.7,0,0,718.14,1387.37,1411.78,44.92,411.3
19.07.2022 15:10:00,991.82,34.76,308.63,7.06,18.13,55.55,10.07,45.48,6.34,10.15,1117.81,2.02,4.38,39.18,0,0,698.23,1346.65,1365.29,45.02,411.1
19.07.2022 15:20:00,991.7,35.24,309.13,7.14,17.75,57.04,10.12,46.92,6.37,10.21,1115.91,1.3,2.96,7.55,0,0,672.61,1299.76,1323.06,45.14,411.3
19.07.2022 15:30:00,991.54,35.44,309.34,7.4,17.87,57.67,10.31,47.37,6.49,10.39,1114.93,1.97,4.45,105.2,0,0,649.16,1251.39,1274.48,45.25,411.9
19.07.2022 15:40:00,991.38,35.39,309.3,7.1,17.56,57.51,10.1,47.41,6.36,10.19,1115.02,2.16,3.98,92.7,0,0,630.64,1215.89,1231.45,45.17,411.2
19.07.2022 15:50:00,991.35,35.27,309.19,7.12,17.7,57.14,10.11,47.02,6.37,10.2,1115.41,2.29,3.42,58.2,0,0,608.65,1169.62,1192.98,45.09,411.2
19.07.2022 16:00:00,991.31,35.28,309.2,7.43,18.07,57.17,10.33,46.84,6.51,10.42,1115.24,1.8,3.73,118.6,0,0,583.63,1121.9,1144.82,45.04,411.4
19.07.2022 16:10:00,991.24,35.51,309.44,7.13,17.48,57.9,10.12,47.78,6.37,10.21,1114.42,1.67,2.22,338.8,0,0,557.09,1073.06,1096.69,45,410.7
19.07.2022 16:20:00,991.19,35.43,309.36,7.27,17.72,57.64,10.21,47.43,6.43,10.3,1114.61,1.86,2.91,358.1,0,0,532.15,1024.64,1048.84,44.97,411
19.07.2022 16:30:00,991.12,35.32,309.26,7.19,17.73,57.29,10.16,47.14,6.4,10.25,1114.95,1.74,3.3,14.76,0,0,507.57,977.58,999.46,44.94,411.1
19.07.2022 16:40:00,991.1,35.44,309.38,7.42,17.9,57.67,10.32,47.35,6.5,10.42,1114.43,2.1,4.42,50.33,0,0,481.76,926.14,952.32,44.87,411.2
19.07.2022 16:50:00,991.07,35.89,309.83,7.61,17.69,59.12,10.46,48.66,6.59,10.55,1112.71,1.2,3.18,134.6,0,0,455.48,875.34,900.37,44.84,411.5
19.07.2022 17:00:00,990.97,35.93,309.88,7.87,17.97,59.25,10.65,48.6,6.71,10.74,1112.37,2.8,4.64,48.13,0,0,429.32,823.21,849.8,44.87,411.3
19.07.2022 17:10:00,990.89,35.46,309.42,7.71,18.23,57.74,10.53,47.21,6.63,10.62,1114.03,3.58,5.68,53.1,0,0,404.62,766.76,798.84,44.9,411
19.07.2022 17:20:00,990.79,35.41,309.38,7.7,18.27,57.58,10.52,47.06,6.63,10.62,1114.1,2.6,4.52,42.25,0,0,377.28,713.42,743.22,44.79,411
19.07.2022 17:30:00,990.7,35.37,309.35,7.99,18.68,57.45,10.73,46.72,6.77,10.83,1114.05,3.96,6.34,45.19,0,0,350.66,663.61,694.37,44.61,411.7
19.07.2022 17:40:00,990.68,35.24,309.22,8.17,19.04,57.04,10.86,46.18,6.85,10.96,1114.44,2.82,4.14,47.83,0,0,323.17,608.16,640.92,44.4,411.7
19.07.2022 17:50:00,990.68,35.19,309.17,8.3,19.27,56.88,10.96,45.92,6.91,11.06,1114.58,3.49,6.12,50.86,0,0,296.88,565.53,589.7,44.19,412.2
19.07.2022 18:00:00,990.7,35.07,309.04,8.22,19.29,56.51,10.9,45.61,6.87,11,1115.06,3.4,5.27,61.67,0,0,270.89,513.42,541.35,43.98,411.7
19.07.2022 18:10:00,990.71,34.91,308.88,8.26,19.51,56.01,10.93,45.08,6.89,11.03,1115.64,3.28,5.05,57.49,0,0,244.57,464.28,487.58,43.77,411.9
19.07.2022 18:20:00,990.71,34.78,308.75,8.29,19.7,55.61,10.96,44.66,6.91,11.06,1116.1,3.25,4.61,57.27,0,0,218.09,414.2,438.65,43.56,412.2
19.07.2022 18:30:00,990.74,34.57,308.54,8.2,19.8,54.97,10.88,44.08,6.86,10.99,1116.93,4.01,5.61,56.32,0,0,193.36,365.68,391.4,43.33,412.1
19.07.2022 18:40:00,990.77,34.4,308.37,8.35,20.19,54.45,10.99,43.46,6.93,11.1,1117.53,3.47,5.44,59.26,0,0,167.75,317.49,340.13,43.08,412.4
19.07.2022 18:50:00,990.73,34.12,308.09,8.41,20.59,53.61,11.04,42.57,6.96,11.14,1118.49,3.65,6.32,54.01,0,0,92.72,193.97,293.16,42.77,412.8
19.07.2022 19:00:00,990.69,33.61,307.58,8.32,21.06,52.11,10.97,41.14,6.92,11.08,1120.33,4.01,6.17,56.36,0,0,46.86,118.94,126.88,42.35,413
